FID,COUNTYNS,GEOID,ALAND,AWATER,NAME,State,Avg household size,Population,Popdens
2408,1266991,46093,8989706529,30712697,Meade County,South Dakota,2.44,27424,3.05060014
2409,1267177,46095,3385957220,9219640,Mellette County,South Dakota,3.02,2055,0.606918477
2410,1265777,46097,1476734087,4537900,Miner County,South Dakota,2.25,2229,1.509411897
2411,1265772,46099,2089691730,18198496,Minnehaha County,South Dakota,2.41,186749,89.3667699
2412,1265775,46101,1345196857,3679400,Moody County,South Dakota,2.34,6506,4.836466846
2413,1266992,46102,5422402157,7126155,Oglala Lakota County,South Dakota,4.97,14335,2.643662271
2414,1266995,46103,7191808283,19906975,Pennington County,South Dakota,2.42,109294,15.19701245
2415,1266990,46105,7434503230,50539948,Perkins County,South Dakota,2.18,2907,0.391014693
2416,1265761,46107,2230336531,97171992,Potter County,South Dakota,2.25,2326,1.042891944
2417,1265786,46109,2851702814,89947544,Roberts County,South Dakota,2.63,10285,3.606617053
2418,1266977,46111,1474346384,3115012,Sanborn County,South Dakota,2.23,2388,1.619700788
2419,1266987,46115,3894132587,16076444,Spink County,South Dakota,2.42,6543,1.68022014
2420,1266998,46117,3741060735,188383658,Stanley County,South Dakota,2.37,2997,0.801109688
2421,1266982,46119,2607401993,164384696,Sully County,South Dakota,2.33,1331,0.51046981
2422,1266989,46121,3596445663,5854544,Todd County,South Dakota,3.74,10146,2.821118668
2423,1265784,46123,4176247347,13272786,Tripp County,South Dakota,2.21,5468,1.309309422
2424,1265770,46125,1598188434,1636386,Turner County,South Dakota,2.33,8264,5.17085459
2425,1265763,46127,1193316452,16540918,Union County,South Dakota,2.33,15177,12.71833634
2426,1266973,46129,1835374266,93215243,Walworth County,South Dakota,2.25,5510,3.002112486
2427,1266975,46135,1349873590,28676614,Yankton County,South Dakota,2.24,22717,16.82898322
2428,1266993,46137,5079588993,24212302,Ziebach County,South Dakota,3.78,2814,0.553981829
2429,1639722,47001,873352572,19665032,Anderson County,Tennessee,2.45,75775,86.76335586
2430,1639723,47003,1226719775,2980755,Bedford County,Tennessee,2.79,47558,38.76843022
2431,1639724,47005,1021248372,108583505,Benton County,Tennessee,2.35,16112,15.77676934
2432,1639725,47007,1052635795,838360,Bledsoe County,Tennessee,2.77,14602,13.87184444
2433,1639726,47009,1447329095,20166379,Blount County,Tennessee,2.52,128443,88.74484763
2434,1639727,47011,851489146,6959141,Bradley County,Tennessee,2.55,104557,122.7931096
2435,1639728,47013,1243615770,46494677,Campbell County,Tennessee,2.42,39687,31.91258985
2436,1648572,47015,687992430,156144,Cannon County,Tennessee,2.5,13976,20.314177
2437,1639729,47017,1547925982,6308712,Carroll County,Tennessee,2.45,28018,18.10034868
2438,1639730,47019,883854964,16670132,Carter County,Tennessee,2.32,56391,63.80119171
2439,1639731,47021,783392123,11965175,Cheatham County,Tennessee,2.65,39929,50.96936621
2440,1639732,47023,740053450,575590,Chester County,Tennessee,2.67,17150,23.17400182
2441,1639733,47025,1125609177,18062632,Claiborne County,Tennessee,2.29,31613,28.08523655
2442,1648573,47027,612626304,59071215,Clay County,Tennessee,2.39,7686,12.54598431
2443,1639734,47029,1128782873,18734377,Cocke County,Tennessee,2.47,35336,31.30451466
2444,1639735,47031,1111013493,14476369,Coffee County,Tennessee,2.49,54531,49.08221218
2445,1648574,47033,687766536,494100,Crockett County,Tennessee,2.68,14499,21.08128157
2446,1639736,47035,1763849845,9823726,Cumberland County,Tennessee,2.28,58634,33.24205865
2447,1639737,47037,1304032668,56590440,Davidson County,Tennessee,2.38,684017,524.5397733
2448,1639739,47039,864738982,28503792,Decatur County,Tennessee,2.48,11683,13.51043522
2449,1639738,47041,788354548,63715774,DeKalb County,Tennessee,2.58,19601,24.86317869
2450,1639740,47043,1268830627,3682667,Dickson County,Tennessee,2.7,51988,40.97315977
2451,1639741,47045,1326943233,36772008,Dyer County,Tennessee,2.44,37576,28.31771478
2452,1639742,47047,1825359412,3774866,Fayette County,Tennessee,2.54,39692,21.74475872
2453,1639743,47049,1291397315,829331,Fentress County,Tennessee,2.41,17994,13.93374432
2454,1639744,47051,1436115984,55072291,Franklin County,Tennessee,2.41,41512,28.90574331
2455,1639745,47053,1561102692,2345196,Gibson County,Tennessee,2.5,49175,31.50016988
2456,1639746,47055,1582304828,642572,Giles County,Tennessee,2.47,29167,18.43323706
2457,1648575,47057,726715762,56600343,Grainger County,Tennessee,2.56,23013,31.66712655
2458,1639747,47059,1611409743,5099752,Greene County,Tennessee,2.45,68669,42.61423905
2459,1639748,47061,933548206,1753031,Grundy County,Tennessee,2.72,13331,14.27992675
2460,1648576,47063,417477290,37851130,Hamblen County,Tennessee,2.58,63740,152.6789637
2461,1639749,47065,1404654388,86645833,Hamilton County,Tennessee,2.46,357546,254.5437533
2462,1648577,47067,575816107,2988718,Hancock County,Tennessee,2.28,6585,11.43594269
2463,1639750,47069,1729448606,6829952,Hardeman County,Tennessee,2.43,25562,14.78043343
2464,1639751,47071,1495273049,49117375,Hardin County,Tennessee,2.46,25771,17.23497927
2465,1639752,47073,1261465148,32544793,Hawkins County,Tennessee,2.39,56402,44.71150082
2466,1639753,47075,1380741546,2472509,Haywood County,Tennessee,2.47,17779,12.87641416
2467,1639754,47077,1346816747,15219341,Henderson County,Tennessee,2.58,27859,20.68507097
2468,1639755,47079,1455159717,81742882,Henry County,Tennessee,2.37,32279,22.18244473
2469,1639756,47081,1586324709,373710,Hickman County,Tennessee,2.66,24678,15.55671412
2470,1648578,47083,518758194,17303404,Houston County,Tennessee,2.7,8176,15.7607149
2471,1639757,47085,1374668729,67184110,Humphreys County,Tennessee,2.64,18318,13.32539223
2472,1639758,47087,799368962,28196490,Jackson County,Tennessee,2.51,11615,14.53021139
2473,1639759,47089,712051940,102023536,Jefferson County,Tennessee,2.58,53247,74.77965723
2474,1639760,47091,772956183,11007739,Johnson County,Tennessee,2.31,17789,23.01424116
2475,1639761,47093,1316572232,45558452,Knox County,Tennessee,2.43,456185,346.4944717
2476,1639762,47095,429381244,72799687,Lake County,Tennessee,2.19,7526,17.52754715
2477,1639763,47097,1222389174,92231158,Lauderdale County,Tennessee,2.41,26297,21.51278869
2478,1639764,47099,1598348832,2228678,Lawrence County,Tennessee,2.63,42937,26.86334744
2479,1639765,47101,730614735,1024940,Lewis County,Tennessee,2.46,11956,16.36430177
2480,1639766,47103,1477179212,971039,Lincoln County,Tennessee,2.45,33711,22.82119849
2481,1639767,47105,593811785,46869993,Loudon County,Tennessee,2.53,51610,86.91306118
2482,1639773,47107,1113997274,5340568,McMinn County,Tennessee,2.53,52773,47.37264734
2483,1639774,47109,1457753398,1994997,McNairy County,Tennessee,2.55,25903,17.76912339
2484,1639768,47111,795498350,246690,Macon County,Tennessee,2.51,23487,29.52488839
2485,1639769,47113,1442901118,3930432,Madison County,Tennessee,2.49,97682,67.69833274
2486,1639770,47115,1290468301,36484703,Marion County,Tennessee,2.43,28417,22.02068813
2487,1639771,47117,972442320,1801922,Marshall County,Tennessee,2.58,32269,33.18345915
2488,1639772,47119,1588021132,6319196,Maury County,Tennessee,2.64,89776,56.53325273
2489,1639775,47121,505397666,55976973,Meigs County,Tennessee,2.47,11962,23.66849078
2490,1639776,47123,1646462896,43728871,Monroe County,Tennessee,2.56,45876,27.86336705
2491,1639777,47125,1396430602,12079963,Montgomery County,Tennessee,2.74,196387,140.6349873
2492,1648579,47127,334684859,3093435,Moore County,Tennessee,2.4,6322,18.88941143
2493,1639778,47129,1352439680,823018,Morgan County,Tennessee,2.5,21596,15.96817982
2494,1639779,47131,1411154087,27443197,Obion County,Tennessee,2.36,30520,21.62768778
2495,1639780,47133,1122721526,3492728,Overton County,Tennessee,2.42,22004,19.59880477
2496,1639781,47135,1074185950,21034746,Perry County,Tennessee,2.34,7912,7.365577626
2497,1648580,47137,422113134,29822863,Pickett County,Tennessee,2.26,5088,12.05364058
2498,1639782,47139,1125616970,19912651,Polk County,Tennessee,2.33,16782,14.90915689
2499,1639783,47141,1038860582,3777708,Putnam County,Tennessee,2.36,76440,73.5806145
2500,1639784,47143,816838007,54448370,Rhea County,Tennessee,2.57,32628,39.94427257
2501,1639785,47145,934286859,88698614,Roane County,Tennessee,2.49,52897,56.61751473
2502,1639786,47147,1233648261,457701,Robertson County,Tennessee,2.69,69344,56.21051169
2503,1639787,47149,1603845509,12453819,Rutherford County,Tennessee,2.76,307128,191.4947533
2504,1639788,47151,1378652161,2418741,Scott County,Tennessee,2.48,21954,15.92424879
2505,1652643,47153,688550851,498315,Sequatchie County,Tennessee,2.66,14730,21.39275549
2506,1639789,47155,1534536725,13491055,Sevier County,Tennessee,2.58,96287,62.74662472
2507,1639790,47157,1977649595,55572120,Shelby County,Tennessee,2.62,937005,473.7972806
2508,1639791,47159,814020540,28690306,Smith County,Tennessee,2.54,19458,23.90357374
2509,1639792,47161,1190814527,86082696,Stewart County,Tennessee,2.51,13301,11.16966555
2510,1639793,47163,1070695045,42239171,Sullivan County,Tennessee,2.33,156734,146.3852856
2511,1639794,47165,1371149049,35775803,Sumner County,Tennessee,2.71,179473,130.8924075
2512,1639795,47167,1187261392,38615040,Tipton County,Tennessee,2.85,61446,51.75439917
2513,1648581,47169,296143584,5960709,Trousdale County,Tennessee,3.01,9573,32.32553571
2514,1648582,47171,481902940,825726,Unicoi County,Tennessee,2.29,17780,36.8953964
2515,1648583,47173,579055049,61028042,Union County,Tennessee,2.68,19293,33.31807577
2516,1648584,47175,708142417,2893456,Van Buren County,Tennessee,2.59,5704,8.054876905
2517,1639796,47177,1120619143,3524884,Warren County,Tennessee,2.54,40454,36.09968672
2518,1639797,47179,845605990,8635315,Washington County,Tennessee,2.3,127055,150.253193
2519,1639798,47181,1901333913,4023436,Wayne County,Tennessee,2.45,16649,8.756484006
2520,1639799,47183,1503107891,3707114,Weakley County,Tennessee,2.28,33626,22.37098228
2521,1639800,47185,975592113,7113369,White County,Tennessee,2.63,26580,27.2449927
2522,1639801,47187,1509616958,3007980,Williamson County,Tennessee,2.9,218648,144.8367408
2523,1639802,47189,1479119593,32063469,Wilson County,Tennessee,2.68,132663,89.69051632
2524,1383786,48001,2752198848,39810264,Anderson County,Texas,2.69,57863,21.02428029
2525,1383787,48003,3886850264,957039,Andrews County,Texas,3.22,17818,4.584174535
2526,1383788,48005,2066245670,173333993,Angelina County,Texas,2.75,87607,42.39912091
2527,1383789,48007,652804638,714591509,Aransas County,Texas,2.58,24763,37.93324765
2528,1383790,48009,2339507619,57768335,Archer County,Texas,2.61,8789,3.756773403
2529,1383791,48011,2354581675,12219583,Armstrong County,Texas,2.62,1916,0.813732656
2530,1383792,48013,3158596637,4995711,Atascosa County,Texas,3.15,48828,15.45876401
2531,1383793,48015,1674405805,25606290,Austin County,Texas,2.65,29565,17.65700997
2532,1383794,48017,2141847188,1775275,Bailey County,Texas,3.27,7092,3.311160591
2533,1383795,48019,2048666855,17288356,Bandera County,Texas,2.58,21763,10.62300586
2534,1383796,48021,2300370292,19079348,Bastrop County,Texas,3.17,82577,35.89726414
2535,1383797,48023,2246764578,86991034,Baylor County,Texas,2.39,3591,1.598298298
2536,1383798,48025,2279809496,246409,Bee County,Texas,2.92,32691,14.33935601
2537,1383799,48027,2722825522,94658021,Bell County,Texas,2.76,342236,125.6914911
2538,1383800,48029,3212140683,41079712,Bexar County,Texas,3,1925865,599.5581109
2539,1383801,48031,1836948539,10818163,Blanco County,Texas,2.6,11279,6.14007402
2540,1383802,48033,2324366073,22297606,Borden County,Texas,2.55,665,0.286099512
2541,1383803,48035,2545908079,50666115,Bosque County,Texas,2.51,18122,7.118088885
2542,1383804,48037,2292143504,98330188,Bowie County,Texas,2.62,93858,40.94769801
2543,1383805,48039,3528352491,637937977,Brazoria County,Texas,2.88,353999,100.3298284
2544,1383806,48041,1516472390,14829823,Brazos County,Texas,2.57,219193,144.5413721
2545,1383807,48043,16015869871,22063885,Brewster County,Texas,2.31,9216,0.575429251
2546,1383808,48045,2330991073,4068657,Briscoe County,Texas,2.45,1546,0.663237203
2547,1383809,48047,2443277013,741627,Brooks County,Texas,3.23,7180,2.938676197
2548,1383810,48049,2446120250,32375524,Brown County,Texas,2.57,37834,15.46694199
2549,1383811,48051,1706888864,46046458,Burleson County,Texas,2.62,17863,10.46523905
2550,1383812,48053,2575134223,69922923,Burnet County,Texas,2.68,45750,17.76606423
2551,1383813,48055,1412150551,4973307,Caldwell County,Texas,2.84,41401,29.3176956
2552,1383814,48057,1312707008,1361884769,Calhoun County,Texas,2.83,21807,16.61223705
2553,1383815,48059,2329363242,4898783,Callahan County,Texas,2.57,13770,5.911486775
2554,1383816,48061,2307806796,998119379,Cameron County,Texas,3.39,421750,182.7492668
2555,1383817,48063,507240881,19130860,Camp County,Texas,2.72,12813,25.26018797
2556,1383818,48065,2383397225,10026604,Carson County,Texas,2.66,6032,2.530841245
2557,1383819,48067,2426706492,60517775,Cass County,Texas,2.52,30087,12.39828554
2558,1383820,48069,2316600393,12557414,Castro County,Texas,3.04,7787,3.361391124
2559,1383821,48071,1546618334,709745140,Chambers County,Texas,2.96,40292,26.05167617
2560,1383822,48073,2727141729,23873001,Cherokee County,Texas,2.73,51903,19.03201416
2561,1383823,48075,1803954628,44560655,Childress County,Texas,2.6,7226,4.005643982
2562,1383824,48077,2819870070,72508632,Clay County,Texas,2.55,10387,3.683503049
2563,1383825,48079,2007453829,229068,Cochran County,Texas,2.8,2904,1.446608613
2564,1383826,48081,2361124368,42360663,Coke County,Texas,1.96,3275,1.387051036
2565,1383827,48083,3270933224,47963343,Coleman County,Texas,2.41,8391,2.565322929
2566,1383828,48085,2178894500,116215462,Collin County,Texas,2.84,944350,433.4078589
2567,1383829,48087,2378749928,2279194,Collingsworth County,Texas,2.78,2996,1.259485062
2568,1383830,48089,2487123834,34710042,Colorado County,Texas,2.75,21022,8.452333459
2569,1383831,48091,1449129706,39797957,Comal County,Texas,2.74,135097,93.22629951
2570,1383832,48093,2428768917,25719485,Comanche County,Texas,2.53,13495,5.556312873
2571,1383833,48095,2547914009,25740025,Concho County,Texas,3.51,4233,1.661359051
2572,1383834,48097,2265746282,61362926,Cooke County,Texas,2.53,39571,17.46488577
2573,1383835,48099,2725181907,11798688,Coryell County,Texas,2.72,75389,27.66384138
2574,1383836,48101,2332448738,2723997,Cottle County,Texas,2.37,1623,0.695835228
2575,1383837,48103,2033319700,1695980,Crane County,Texas,3.33,4839,2.379852022
2576,1383838,48105,7270935062,53329,Crockett County,Texas,2.56,3633,0.499660631
2577,1383839,48107,2331503433,3873557,Crosby County,Texas,2.83,5861,2.513828595
2578,1383840,48109,9873439558,556134,Culberson County,Texas,3.24,2241,0.226972575
2579,1383841,48111,3893095082,5180577,Dallam County,Texas,2.99,7243,1.86047344
2580,1383842,48113,2258614866,94698972,Dallas County,Texas,2.79,2586552,1145.193915
2581,1383843,48115,2331781560,4720730,Dawson County,Texas,2.58,12964,5.559697453
2582,1383845,48117,3876750541,3926557,Deaf Smith County,Texas,3.03,18899,4.874959015
2583,1383846,48119,665192127,54648178,Delta County,Texas,2.56,5215,7.839840233
2584,1383847,48121,2275564887,192448040,Denton County,Texas,2.81,807047,354.6578718
2585,1383844,48123,2354237927,3919919,DeWitt County,Texas,2.62,20435,8.680091237
2586,1383848,48125,2335454676,9057848,Dickens County,Texas,2.48,2216,0.94885164
2587,1383849,48127,3441795368,14576536,Dimmit County,Texas,3.18,10663,3.098092379
2588,1383850,48129,2400676101,15901857,Donley County,Texas,2.38,3387,1.41085255
2589,1383851,48131,4645083897,5478267,Duval County,Texas,3.09,11355,2.444519895
2590,1383852,48133,2399637922,14009171,Eastland County,Texas,2.68,18270,7.613648639
2591,1383853,48135,2325320265,10377149,Ector County,Texas,3.02,158342,68.09470609
2592,1383854,48137,5485259733,5199798,Edwards County,Texas,2.98,2055,0.374640418
2593,1383856,48139,2423349113,41666088,Ellis County,Texas,2.99,168838,69.67134826
2594,1383855,48141,2624139561,5451095,El Paso County,Texas,3.1,837654,319.2109187
2595,1383857,48143,2805417369,17169065,Erath County,Texas,2.82,41482,14.78639166
2596,1383858,48145,1982545004,21693802,Falls County,Texas,2.96,17299,8.72565312
2597,1383859,48147,2307250914,20847064,Fannin County,Texas,2.54,34175,14.81199977
2598,1383860,48149,2460152118,25739448,Fayette County,Texas,2.71,25066,10.18880085
2599,1383861,48151,2328272101,7258480,Fisher County,Texas,2.33,3883,1.667760396
2600,1383862,48153,2569637284,983737,Floyd County,Texas,2.51,5872,2.285147416
2601,1383863,48155,1824378631,8514741,Foard County,Texas,2.46,1408,0.771769618
2602,1383864,48157,2231486504,61532084,Fort Bend County,Texas,3.18,739342,331.3226402
2603,1383865,48159,736570305,26874741,Franklin County,Texas,2.78,10679,14.49827658
2604,1383866,48161,2273311881,36936952,Freestone County,Texas,2.63,19709,8.669729906
2605,1383867,48163,2935753507,2193622,Frio County,Texas,3.4,19394,6.606140452
2606,1383868,48165,3891105257,1262946,Gaines County,Texas,3.52,20321,5.222423619
2607,1383869,48167,981441986,1281681977,Galveston County,Texas,2.69,327089,333.2739017
2608,1383870,48169,2313930833,7215531,Garza County,Texas,2.7,6288,2.717453742
2609,1383871,48171,2740719114,9012764,Gillespie County,Texas,2.41,26208,9.562453834
2610,1383872,48173,2331552975,2245302,Glasscock County,Texas,3.31,1430,0.613325116
2611,1383873,48175,2206698607,19050015,Goliad County,Texas,2.77,7531,3.412790481
2612,1383874,48177,2762704863,8204087,Gonzales County,Texas,2.82,20667,7.48071221
2613,1383875,48179,2398261664,8700790,Gray County,Texas,2.64,22685,9.458934503
2614,1383876,48181,2416020062,120088329,Grayson County,Texas,2.63,128560,53.21147867
2615,1383877,48183,708052198,6206414,Gregg County,Texas,2.61,123494,174.4136949
2616,1383878,48185,2039530033,36607095,Grimes County,Texas,2.73,27630,13.54723861
2617,1383879,48187,1842135335,9163422,Guadalupe County,Texas,2.89,155137,84.21585377
2618,1383880,48189,2602109438,246678,Hale County,Texas,2.86,34113,13.10974838
2619,1383881,48191,2288233616,53366403,Hall County,Texas,2.31,3074,1.343394301
2620,1383882,48193,2165008734,1238628,Hamilton County,Texas,2.57,8269,3.81938413
2621,1383883,48195,2382296648,1548341,Hansford County,Texas,2.95,5547,2.328425389
2622,1383884,48197,1800337391,4548860,Hardeman County,Texas,2.58,3952,2.195144099
2623,1383885,48199,2306610690,18039522,Hardin County,Texas,2.74,56379,24.44235616
2624,1383886,48201,4416454882,187141456,Harris County,Texas,2.88,4602523,1042.130651
2625,1383887,48203,2330874187,40916169,Harrison County,Texas,2.81,66645,28.59227683
2626,1383888,48205,3786435510,3023183,Hartley County,Texas,2.51,5767,1.523068328
2627,1383889,48207,2339103809,18465208,Haskell County,Texas,2.46,5809,2.483429755
2628,1383890,48209,1755978790,5037743,Hays County,Texas,2.78,204150,116.2599464
2629,1383891,48211,2347270019,15205586,Hemphill County,Texas,3.04,4061,1.730094947
2630,1383892,48213,2263061592,193211786,Henderson County,Texas,2.56,80460,35.55360591
2631,1383893,48215,4068610451,31102593,Hidalgo County,Texas,3.58,849389,208.7663614
2632,1383894,48217,2483423943,69547481,Hill County,Texas,2.7,35399,14.25411078
2633,1383895,48219,2352723904,446119,Hockley County,Texas,2.82,23162,9.844759073
2634,1383896,48221,1089617912,41788074,Hood County,Texas,2.56,56901,52.22105783
2635,1383897,48223,1987276095,65992861,Hopkins County,Texas,2.67,36240,18.23601667
2636,1383898,48225,3188288232,14426022,Houston County,Texas,2.41,22955,7.199788203
2637,1383899,48227,2333039137,8841783,Howard County,Texas,2.85,36667,15.71641016
2638,1383900,48229,11837605503,2189943,Hudspeth County,Texas,3.75,4098,0.346184877
2639,1383901,48231,2176470568,107957791,Hunt County,Texas,2.76,92152,42.3401085
2640,1383902,48233,2298408152,19507502,Hutchinson County,Texas,2.98,21571,9.385191216
2641,1383903,48235,2723485996,176317,Irion County,Texas,2.4,1524,0.559576955
2642,1383904,48237,2359323246,23787056,Jack County,Texas,2.43,8842,3.747684856
2643,1383905,48239,2148246713,71039573,Jackson County,Texas,2.79,14820,6.898648982
2644,1383906,48241,2431105370,80399908,Jasper County,Texas,2.75,35504,14.60405643
2645,1383907,48243,5865172230,206206,Jeff Davis County,Texas,2.07,2234,0.380892481
2646,1383908,48245,2269793029,611960874,Jefferson County,Texas,2.54,255210,112.4375645
2647,1383909,48247,2942674729,92565,Jim Hogg County,Texas,3.07,5282,1.79496563
2648,1383910,48249,2240779987,8739522,Jim Wells County,Texas,3.13,41192,18.38288464
2649,1383911,48251,1877223473,25002931,Johnson County,Texas,2.85,163475,87.08339862
2650,1383912,48253,2404985708,22188417,Jones County,Texas,2.26,19891,8.270735221
2651,1383913,48255,1936008329,15671661,Karnes County,Texas,2.9,15387,7.947796386
2652,1383914,48257,2021939947,69763128,Kaufman County,Texas,3.14,118910,58.80985742
2653,1383915,48259,1715747625,1496797,Kendall County,Texas,2.93,41982,24.46863361
2654,1383916,48261,3777375654,1262209502,Kenedy County,Texas,2.82,595,0.157516767
2655,1383917,48263,2337482036,1065195,Kent County,Texas,2.22,749,0.32043027
2656,1383918,48265,2857601859,10247474,Kerr County,Texas,2.39,51365,17.97486233
2657,1383919,48267,3240035980,493584,Kimble County,Texas,2.24,4408,1.360478719
2658,1383920,48269,2359148814,6398044,King County,Texas,2.51,228,0.096645027
2659,1383921,48271,3522525630,13124946,Kinney County,Texas,2.94,3675,1.043285525
2660,1383922,48273,2282572438,541041664,Kleberg County,Texas,2.7,31425,13.76736154
2661,1383923,48275,2203109026,12577260,Knox County,Texas,2.7,3733,1.694423633
2662,1383925,48277,2349588921,67136454,Lamar County,Texas,2.53,49532,21.08113447
2663,1383926,48279,2631897582,3973764,Lamb County,Texas,2.75,13262,5.038949878
2664,1383927,48281,1846250642,2833490,Lampasas County,Texas,2.63,20640,11.17941385
2665,1383924,48283,3850545736,19503739,La Salle County,Texas,2.92,7409,1.924142838
2666,1383928,48285,2511535251,1882216,Lavaca County,Texas,2.51,19941,7.939765127
2667,1383929,48287,1629205077,13106451,Lee County,Texas,2.69,16952,10.40507438
2668,1383930,48289,2779462025,19328383,Leon County,Texas,2.72,17098,6.151550137
2669,1383931,48291,3000204407,46518024,Liberty County,Texas,2.85,81862,27.28547422
2670,1383932,48293,2345053182,71830221,Limestone County,Texas,2.76,23515,10.02749114
2671,1383933,48295,2414350766,298741,Lipscomb County,Texas,2.73,3469,1.436825191
2672,1383934,48297,2692796898,101483818,Live Oak County,Texas,2.89,12123,4.502010534
2673,1383935,48299,2419183490,82373066,Llano County,Texas,2.41,20640,8.531804258
2674,1383936,48301,1732230057,19981167,Loving County,Texas,3.09,102,0.058883634
2675,1383937,48303,2319602816,13205758,Lubbock County,Texas,2.58,301454,129.959318
2676,1383938,48305,2309924850,4169718,Lynn County,Texas,2.7,5808,2.514367513
2677,1383945,48307,2759893537,20286189,McCulloch County,Texas,2.44,8098,2.934171152
2678,1383946,48309,2686132776,59883890,McLennan County,Texas,2.69,248429,92.48574837
2679,1383947,48311,2952065878,43985814,McMullen County,Texas,2.97,662,0.224249738
2680,1383939,48313,1207103453,16493254,Madison County,Texas,2.49,14128,11.70405069
2681,1383940,48315,986485103,102144713,Marion County,Texas,2.24,10083,10.22113762
2682,1383941,48317,2369724590,1931832,Martin County,Texas,3.41,5614,2.369051671
2683,1383942,48319,2405674101,8755301,Mason County,Texas,2.49,4161,1.729660721
2684,1383943,48321,2830586734,1345801267,Matagorda County,Texas,2.67,36743,12.98070098
2685,1383944,48323,3313817728,31871315,Maverick County,Texas,3.54,57970,17.49341839
2686,1383948,48325,3432663420,23762580,Medina County,Texas,3.03,49334,14.37193047
2687,1383949,48327,2336237985,613559,Menard County,Texas,2.09,2123,0.908725915
2688,1383950,48329,2331647563,4520751,Midland County,Texas,2.9,164194,70.4197335
2689,1383951,48331,2633798227,12758772,Milam County,Texas,2.58,24664,9.364422736
2690,1383952,48333,1937867068,4022957,Mills County,Texas,2.71,4902,2.529585275
2691,1383953,48335,2359710929,12489775,Mitchell County,Texas,2.58,8558,3.626715415
2692,1383954,48337,2411034605,19087361,Montague County,Texas,2.38,19409,8.050071102
2693,1383955,48339,2700380211,88754575,Montgomery County,Texas,2.86,554445,205.3210869
2694,1383956,48341,2330207187,25699789,Moore County,Texas,3.26,21801,9.355820427
2695,1383957,48343,652649200,17382278,Morris County,Texas,2.43,12424,19.03626021
2696,1383958,48345,2562963901,644140,Motley County,Texas,2.49,1156,0.451040297
2697,1383959,48347,2451572357,89731150,Nacogdoches County,Texas,2.52,65558,26.74120542
2698,1383960,48349,2614935410,197626092,Navarro County,Texas,2.74,48583,18.57904398
2699,1383961,48351,2418212542,15672146,Newton County,Texas,2.79,14057,5.812971257
2700,1383962,48353,2362061743,5052159,Nolan County,Texas,2.68,14966,6.335990177
2701,1383963,48355,2171227881,847257833,Nueces County,Texas,2.73,360486,166.0286344
2702,1383964,48357,2376792056,1331778,Ochiltree County,Texas,2.99,10348,4.353767497
2703,1383965,48359,3886337113,2339716,Oldham County,Texas,2.83,2090,0.537781448
2704,1383966,48361,864489137,118488361,Orange County,Texas,2.6,84047,97.22158024
2705,1383967,48363,2467090684,85364144,Palo Pinto County,Texas,2.72,28317,11.47789183
2706,1383968,48365,2101400911,25810622,Panola County,Texas,2.61,23440,11.15446361
2707,1383969,48367,2340006541,17127586,Parker County,Texas,2.9,129802,55.47078511
2708,1383970,48369,2281312144,11355762,Parmer County,Texas,2.95,9852,4.318567289
2709,1383971,48371,12338274958,2532275,Pecos County,Texas,2.99,15797,1.280324847
2710,1383972,48373,2737732841,136271618,Polk County,Texas,2.48,47837,17.47321699
2711,1383973,48375,2352718728,35190087,Potter County,Texas,2.59,120899,51.38693315
2712,1383974,48377,9985057438,1773188,Presidio County,Texas,2.71,7123,0.713365951
2713,1383975,48379,594280569,76080003,Rains County,Texas,2.63,11473,19.30569599
2714,1383976,48381,2361876733,27235708,Randall County,Texas,2.65,132475,56.08887126
2715,1383977,48383,3044049119,1792716,Reagan County,Texas,3.24,3752,1.23256881
2716,1383978,48385,1810812871,2346260,Real County,Texas,2.67,3389,1.871535184
2717,1383979,48387,2703626782,33305606,Red River County,Texas,2.39,12275,4.540197664
2718,1383980,48389,6825534331,17396672,Reeves County,Texas,3.48,15125,2.215943729
2719,1383981,48391,1995545559,123687613,Refugio County,Texas,2.74,7236,3.626076071
2720,1383982,48393,2393298464,346846,Roberts County,Texas,2.85,885,0.369782546
2721,1383983,48395,2214719307,26358041,Robertson County,Texas,2.63,16890,7.626248593
2722,1383984,48397,329213365,56068892,Rockwall County,Texas,2.94,93642,284.441672
2723,1383985,48399,2722259321,15604788,Runnels County,Texas,2.69,10310,3.787295325
2724,1383986,48401,2393244484,37217198,Rusk County,Texas,2.71,53595,22.3942854
2725,1383987,48403,1273503789,219955687,Sabine County,Texas,2.53,10458,8.211989701
2726,1383988,48405,1374395182,159644688,San Augustine County,Texas,2.41,8327,6.058665011
2727,1383989,48407,1474332260,151949235,San Jacinto County,Texas,2.92,27819,18.86888102
2728,1383990,48409,1795990945,37577389,San Patricio County,Texas,2.87,67046,37.33092318
2729,1383991,48411,2940447164,8069104,San Saba County,Texas,2.5,5962,2.027582768
2730,1383992,48413,3394546070,87401,Schleicher County,Texas,2.77,3061,0.901740597
2731,1383993,48415,2345090483,5436957,Scurry County,Texas,2.61,17239,7.351102282
2732,1383994,48417,2367989254,3268209,Shackelford County,Texas,2.66,3311,1.398232697
2733,1383995,48419,2060566173,101081674,Shelby County,Texas,2.72,25478,12.36456287
2734,1383996,48421,2390651137,428754,Sherman County,Texas,2.87,3058,1.279149414
2735,1383997,48423,2386603414,73164513,Smith County,Texas,2.85,225015,94.28252666
2736,1383998,48425,482938555,14221311,Somervell County,Texas,2.6,8743,18.10375235
